tx	gene_id	H2	H27	H45	H47	H56	H74	H87	H91
ENST00000648067	ENSG00000123066	2	1	0	0	0	0	1	0
ENST00000650496	ENSG00000123066	0	0	0	0	2	0	0	0
ENST00000648593	ENSG00000123066	11	19	1	5	1	0	2	1
ENST00000650375	ENSG00000123066	0	0	1.093	1.054	0	0	0	1.01
ENST00000666828	ENSG00000286354	0	0	0	0	0	0	0	0
ENST00000548506	ENSG00000258346	0	0	0	0	0	0	0	0
ENST00000582069	ENSG00000264037	0	0	0	0	0	0	0	0
ENST00000659057	ENSG00000258018	0	0	1	0	0	0	0	18.444
ENST00000552992	ENSG00000258018	0	0	0	0	0	0	0	4.556
ENST00000480237	ENSG00000196668	8	1	4.47	13.535	21.447	1	12.912	9
ENST00000489452	ENSG00000196668	0	0	1.53	3.465	6.553	1	4.088	0
ENST00000470091	ENSG00000196668	0	0	0	0	0	0	0	0
ENST00000659479	ENSG00000196668	7	3	4.56	5.563	16	0	26	14
ENST00000477702	ENSG00000196668	0	0	1.44	3.437	0	0	0	0
ENST00000630062	ENSG00000258102	0	0	0	0	0	0	0	0
ENST00000547114	ENSG00000258102	0	1	5	1	8	2	3	3
ENST00000625301	ENSG00000258102	1	0	1	1	7	0	0	0
ENST00000556529	ENSG00000258102	3	6	5	7	6	5	8	3
ENST00000621942	ENSG00000275898	2	0	0	0	1	0	2	16
ENST00000550742	ENSG00000258249	0	0	0	0	0	0	0	1
ENST00000546835	ENSG00000257883	0	2	0	2	0	0	0	3
ENST00000552718	ENSG00000257654	0	0	0	0	0	0	0	0
ENST00000261318	ENSG00000111412	356.467	401.654	777.83	357.107	291.551	498.812	271.053	421.183
ENST00000547630	ENSG00000111412	40.847	51.346	121.17	28.801	39.646	62.193	30.726	29.817
ENST00000548356	ENSG00000111412	2.686	0	0	2.547	0	6.187	3.221	0
ENST00000547606	ENSG00000111412	0	0	0	5.545	1.803	1.808	0	0
ENST00000615278	ENSG00000135119	0	0	0	0	0	0	0	0
ENST00000392549	ENSG00000135119	0	0	0	0	0	0	3	0
ENST00000407967	ENSG00000135119	0	8.899	16.799	0	0	6.526	0	8.227
ENST00000257575	ENSG00000135119	1.259	3.101	23.201	6.233	5.528	1.504	0	22.669
ENST00000552920	ENSG00000135119	0	0	0	0	0	1	0	2
ENST00000547718	ENSG00000135119	3.741	0	0	0	0	0	0	0
ENST00000485147	ENSG00000239374	0	0	0	0	0	0	0	5
ENST00000677328	ENSG00000135119	5	0	8	4.55	1	8	0	8
ENST00000364512	ENSG00000201382	0	0	0	0	0	0	0	0
ENST00000614016	ENSG00000275467	0	0	0	0	0	0	0	2
ENST00000702580	ENSG00000290033	1	0	4	1	0	0	1	7
ENST00000551251	ENSG00000135119	0	0	0	1.217	2.472	1.97	0	4.104
ENST00000257572	ENSG00000135116	93	10	27.801	9	12	6	7	52.307
ENST00000552092	ENSG00000135116	2	0	1.199	0	0	0	0	13.693
ENST00000550505	ENSG00000135116	0	0	0	0	0	0	0	0
ENST00000586941	ENSG00000135116	0	0	0	0	0	0	0	0
ENST00000468934	ENSG00000240100	0	0	0	0	0	0	0	0
ENST00000652555	ENSG00000174989	58.457	64.882	53.615	16.409	17	42.275	18	6.972
ENST00000455858	ENSG00000174989	6.543	6.118	33.563	6.591	0	13.725	0	44.028
ENST00000309909	ENSG00000174989	0	0	8.822	0	0	0	0	0
ENST00000617795	ENSG00000274554	0	0	1	0	0	0	0	28
ENST00000548738	ENSG00000257279	0	1	3	4	1	0	1	23
ENST00000551773	ENSG00000174989	0	0	1	1	1	1	0	0
ENST00000614934	ENSG00000277840	7	9	17	2	2	1	3	8
ENST00000335209	ENSG00000088992	476.394	3231.334	718.747	1601.616	296.047	1145.833	911.638	316.006
ENST00000470612	ENSG00000088992	47.27	307.95	70.754	102.997	27.266	101.51	100.903	36.821
ENST00000541210	ENSG00000088992	7.661	90.176	22.906	13.944	5.445	39.989	30.139	13.607
ENST00000549210	ENSG00000088992	4.51	24.119	5.309	6.053	1.036	4.955	4.648	3.062
ENST00000462502	ENSG00000088992	0	3.013	0	0	0	0	2.904	0
ENST00000535198	ENSG00000088992	0	0	0	0	0	0	0	0
ENST00000482176	ENSG00000088992	9.165	65.408	21.285	25.391	3.206	11.714	26.768	18.503
ENST00000552139	ENSG00000088992	0	0	0	0	0	0	0	0
ENST00000547006	ENSG00000258285	0	1	0	0	1	0	0	4
ENST00000622495	ENSG00000135108	166.345	342.393	660.905	222.888	138.849	353.38	112.124	204.043
ENST00000550180	ENSG00000135108	3.954	0	16.735	0	0	19.625	0	0
ENST00000330622	ENSG00000135108	56.701	47.595	239.653	59.259	51.614	121.399	48.876	60.957
ENST00000547806	ENSG00000135108	0	0	0	0	0	0	0	0
ENST00000548840	ENSG00000135108	0	5.545	0	0	0	0	0	0
ENST00000549689	ENSG00000135108	0	0	1.317	0	0	1.235	0	0
ENST00000551458	ENSG00000135108	0	23.467	10.39	7.853	15.537	28.362	0	0
ENST00000317775	ENSG00000089250	0	0	5	0	1	0	0	48.443
ENST00000618760	ENSG00000089250	0	0	0	0	0	0	0	41.557
ENST00000338101	ENSG00000089250	0	0	0	0	0	0	0	0
ENST00000548625	ENSG00000257465	0	0	0	0	0	0	0	0
ENST00000549189	ENSG00000089250	0	0	0	0	0	0	0	1
ENST00000477584	ENSG00000089250	0	0	0	0	0	0	0	0
ENST00000540161	ENSG00000255686	0	0	0	0	0	0	0	0
ENST00000425217	ENSG00000171435	1	1	0	2	1	0	0	0
ENST00000339824	ENSG00000171435	0	0	15	0	0	0	0	130
ENST00000545002	ENSG00000171435	0	0	0	0	0	0	0	0
ENST00000543793	ENSG00000171435	0	0	0	0	0	0	0	0
ENST00000544667	ENSG00000256071	0	0	0	0	0	0	0	1
ENST00000449641	ENSG00000111445	0	0	0	0	0	0	0	0
ENST00000537315	ENSG00000111445	8.672	8.483	0	1.502	1.629	0	6.856	0
ENST00000454402	ENSG00000111445	43.202	84.206	154.131	95.964	34.371	59.906	51.607	50.402
ENST00000484086	ENSG00000111445	3.126	0	0	0	0	1.364	0	0
ENST00000420967	ENSG00000111445	0	0	0	0	0	0	0	0
ENST00000392542	ENSG00000111445	0	7.311	19.335	6.534	0	13.041	2.537	4.598
ENST00000535092	ENSG00000111445	0	0	0	0	0	0	0	0
ENST00000613236	ENSG00000277873	2	1	5	1	3	3	1	8
ENST00000472603	ENSG00000111445	0	0	2.171	0	0	1.124	0	0
ENST00000543153	ENSG00000111445	0	0	2.362	0	0	1.565	0	0
ENST00000315436	ENSG00000176871	467.3	183.826	575.836	551.275	449.376	516.667	464.85	296.857
ENST00000544233	ENSG00000176871	15.526	91.625	7.59	0	16.725	23.054	6.122	16.89
ENST00000441406	ENSG00000176871	0	0	0	0	0	0	0	29.061
ENST00000543218	ENSG00000176871	0	0	0	0	0	0	0	0
ENST00000535496	ENSG00000176871	7.816	0	3.84	0	0	0	5.618	8.969
ENST00000540129	ENSG00000176871	8.357	10.28	22.021	13.662	8.899	20.279	15.666	13.549
ENST00000543186	ENSG00000176871	0	0	0	0	0	0	0	0
ENST00000614776	ENSG00000176871	9	15	13	4	10	8	8	11
ENST00000536738	ENSG00000176871	0	0	0	0	0	0	0	0
ENST00000537945	ENSG00000176871	0	0	0	0	0	0	0	0
ENST00000621854	ENSG00000276292	0	0	0	0	0	0	0	0
ENST00000536602	ENSG00000176871	0	1.269	4.712	3.063	0	0	4.744	2.673
ENST00000542726	ENSG00000176871	0	0	0	0	0	0	0	0
ENST00000359236	ENSG00000176834	61.813	5	30.435	15	50	27.121	58.911	44
ENST00000617135	ENSG00000274859	0	0	1	0	0	0	0	0
ENST00000545259	ENSG00000176834	1	0	1	0	1	0	1	5
ENST00000538357	ENSG00000176834	0	0	0	0	0	0	1.089	0
ENST00000545722	ENSG00000176834	0	0	0	0	0	0	0	0
ENST00000536905	ENSG00000176834	0	1	1.565	0	0	0	0	0
ENST00000541855	ENSG00000176834	0	0	0	0	0	0	0	0
ENST00000542011	ENSG00000176834	0	0	0	0	0	0	0	0
ENST00000612851	ENSG00000176834	8.177	2	4	5	1	0	6.391	30
ENST00000540117	ENSG00000176834	0	2	0	0	0	0	0	0
ENST00000542195	ENSG00000176834	5.01	0	0	0	0	4.879	7.609	0
ENST00000321694	ENSG00000176834	0	0	0	0	0	0	0	0
ENST00000621133	ENSG00000176834	0	5	1	0	0	0	0	4
ENST00000539956	ENSG00000176834	1	4	3	0	0	2	1	0
ENST00000261313	ENSG00000089220	210	387	1011	244	100	515	133	213
ENST00000542939	ENSG00000089220	0	0	0	0	0	0	0	0
ENST00000419821	ENSG00000135090	174.76	318.657	671.881	144.521	25.994	277.255	96.602	205.701
ENST00000392533	ENSG00000135090	663.266	408.347	760.891	1364.875	1059.088	756.758	788.93	519.667
ENST00000543709	ENSG00000135090	0	0	0	0	0	0	0	0
ENST00000537305	ENSG00000135090	199.747	145.102	272.397	312.176	239.227	151.499	95.123	158.479
ENST00000536979	ENSG00000135090	15.669	15.63	18.538	12.775	8.26	6.57	15.421	4.86
ENST00000537952	ENSG00000135090	27.041	21.717	35.379	63.165	56.656	49.274	22.956	50.074
ENST00000537569	ENSG00000135090	13.219	21.602	25.24	28.303	21.135	14.269	24.955	27.87
ENST00000540561	ENSG00000135090	0	0	0	0	1.078	0	0	0
ENST00000537822	ENSG00000135090	0	3.78	3.052	2.664	0	0	3.721	2.183
ENST00000536584	ENSG00000135090	62.074	58.411	104.155	87.302	74.001	69.003	56.217	75
ENST00000538601	ENSG00000135090	13.798	0	18.274	0	0	0	0	51.241
ENST00000535570	ENSG00000135090	0	20.368	0	16.027	0	24.142	4.333	0
ENST00000541186	ENSG00000135090	0	5.678	1.385	0	1.504	1.428	0	1.21
ENST00000541878	ENSG00000135090	10.684	3.652	21.424	0	1.339	17.278	3.974	0
ENST00000542902	ENSG00000135090	23.191	30.415	27.204	7.444	14.984	31.391	14.711	6.715
ENST00000488803	ENSG00000240342	630	1142	2115	621	351	1815	542	145
ENST00000542532	ENSG00000135090	0	0	0	0	0	0	0	0
ENST00000541786	ENSG00000135090	4.848	15.643	9.931	8.364	1	3.134	6.057	10
ENST00000539872	ENSG00000135090	0	0	1.05	1.056	0	0	0	0
ENST00000542692	ENSG00000135090	1.703	0	3.197	4.327	5.732	0	0	0
ENST00000605329	ENSG00000270482	0	0	3	0	0	5	0	2
ENST00000543473	ENSG00000111707	909.092	937.703	1291.397	1586.939	1064.124	1203.336	916.736	644.682
ENST00000541591	ENSG00000111707	0	8.132	0	0	0	0	0	0
ENST00000541280	ENSG00000111707	6.908	9.165	20.603	17.061	19.876	11.664	6.264	11.318
ENST00000360286	ENSG00000111707	1	3	4	2	2	3	3	7
ENST00000619032	ENSG00000275759	7	1	5	8	11	3	7	6
ENST00000610630	ENSG00000275409	4	5	4	7	7	3	9	2
ENST00000543558	ENSG00000255714	0	0	0	0	0	0	0	0
ENST00000490729	ENSG00000241590	0	0	0	0	0	0	0	1
ENST00000655557	ENSG00000256750	0	0	0	0	0	0	0	9
ENST00000542577	ENSG00000256750	0	0	0	0	0	0	0	0
ENST00000536572	ENSG00000256750	0	0	0	0	0	0	0	0
ENST00000668907	ENSG00000255618	0	0	0	0	0	0	0	1
ENST00000545276	ENSG00000255618	0	0	0	0	0	0	0	0
ENST00000664005	ENSG00000255814	0	0	0	0	0	0	0	0
ENST00000538783	ENSG00000255814	0	0	0	0	0	0	0	0
ENST00000362939	ENSG00000199809	0	0	0	0	0	0	0	0
ENST00000544515	ENSG00000256149	0	0	0	0	0	0	0	0
ENST00000364172	ENSG00000201042	0	0	0	0	0	0	0	0
ENST00000267260	ENSG00000139767	1	0	2	0	0	2	0	44
ENST00000651431	ENSG00000139767	0	0	3	0	0	0	0	14
ENST00000651189	ENSG00000286233	0	0	0	0	0	1	0	2
ENST00000641910	ENSG00000139767	0	0	0	0	0	0	0	0
ENST00000464472	ENSG00000244112	0	0	0	0	0	0	0	0
ENST00000534886	ENSG00000139767	0	0	0	0	0	0	0	0
ENST00000537730	ENSG00000257095	0	0	0	0	0	0	0	0
ENST00000545224	ENSG00000139767	0	0	0	0	0	0	0	0
ENST00000537597	ENSG00000139767	0	0	0	0	0	0	0	0
ENST00000641899	ENSG00000139767	0	0	0	0	0	0	0	0
ENST00000676008	ENSG00000152137	0	0	0	0	0	0	0	0
ENST00000676244	ENSG00000152137	0	0	0	0	0	0	0	0
ENST00000538405	ENSG00000256884	0	0	0	0	0	0	0	0
ENST00000281938	ENSG00000152137	4	0	0	0	0	0	0	0
ENST00000674542	ENSG00000152137	0	1	0	0	0	0	0	7.313
ENST00000541798	ENSG00000152137	0	0	0	0	0	0	0	0
ENST00000676071	ENSG00000152137	0	0	0	0	0	0	0	0
ENST00000675900	ENSG00000152137	0	0	0	0	0	0	0	0
ENST00000535921	ENSG00000256609	0	0	0	0	0	0	0	0
ENST00000674715	ENSG00000152137	0	0	0	0	0	0	0	1.687
ENST00000542496	ENSG00000152137	0	0	0	0	0	0	0	0
ENST00000675211	ENSG00000152137	0	0	0	0	0	0	0	0
ENST00000675110	ENSG00000152137	0	0	0	0	0	0	0	0
ENST00000674763	ENSG00000152137	0	0	0	0	0	0	0	0
ENST00000674852	ENSG00000152137	0	0	0	0	0	0	0	0
ENST00000675573	ENSG00000152137	0	0	0	0	0	0	0	0
ENST00000392530	ENSG00000213144	0	0	1	0	0	0	1	8
ENST00000536009	ENSG00000256311	0	0	0	0	0	0	0	0
ENST00000630357	ENSG00000281196	0	0	0	0	1	0	0	18.752
ENST00000628559	ENSG00000281196	0	0	0	0	0	0	0	2.248
ENST00000536742	ENSG00000183273	1	0	0	0	0	0	0	0
ENST00000327554	ENSG00000183273	0	0	0	0	1	0	0	1.269
ENST00000539847	ENSG00000183273	0	0	0	0	0	0	0	0.731
ENST00000546345	ENSG00000183273	0	0	0	0	0	0	0	0
ENST00000535685	ENSG00000183273	0	0	0	0	0	0	0	0
ENST00000665601	ENSG00000248636	0	0	0	0	0	0	0	3
ENST00000537366	ENSG00000248636	0	0	0	0	0	0	0	0
ENST00000535511	ENSG00000248636	2	0	0	0	0	0	0	0
ENST00000509470	ENSG00000248636	0	0	2	0	0	0	0	5
ENST00000426426	ENSG00000224982	0	0	2	0	0	0	0	30
ENST00000453450	ENSG00000224982	0	0	0	0	0	0	0	0
ENST00000517077	ENSG00000252886	0	0	0	0	0	0	0	0
ENST00000541640	ENSG00000111725	18.869	0	31.306	4.285	0	7.652	0	25.354
ENST00000229328	ENSG00000111725	12.525	0	0	43.593	41.576	47.798	24.518	0
ENST00000537400	ENSG00000111725	1.308	3	5	1.217	1.102	1	0	0
ENST00000630317	ENSG00000111725	0	0	0	0	0	0	0	0
ENST00000540121	ENSG00000111725	24.526	1.445	21.919	9.353	2.284	16.047	16.758	15.274
ENST00000545223	ENSG00000111725	3.517	15.43	7.948	5.139	0	0	1.301	0
ENST00000545870	ENSG00000111725	1.204	4.36	1.216	2.6	0	1.361	0	4.042
ENST00000542698	ENSG00000111725	92.255	99.01	191.808	149.817	104.58	159.014	108.896	108.466
ENST00000538271	ENSG00000111725	0	0	2.964	0	0	0	0	0
ENST00000537057	ENSG00000111725	32.796	50.755	64.839	41.996	22.459	25.127	47.528	12.864
ENST00000261833	ENSG00000122966	2.458	0	0	0	0	0	0	0
ENST00000392521	ENSG00000122966	0	12.273	0	0	0	14.335	0	0
ENST00000677438	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000678708	ENSG00000122966	0	0	3.044	2	0	0	0	16.864
ENST00000677742	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000678236	ENSG00000122966	0	5.257	8.317	0	0	0	0	76.016
ENST00000676693	ENSG00000122966	0	1.69	0	0	0	0	0	0
ENST00000677738	ENSG00000122966	0	0	0	2.927	0	0	0	0
ENST00000679285	ENSG00000122966	0	0	0	0	0	0	2.179	6.287
ENST00000677849	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000677812	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000679120	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000678677	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000545913	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000679249	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000676849	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000678652	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000678087	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000677993	ENSG00000122966	0	0	0	0	0	0	0	5.317
ENST00000678494	ENSG00000122966	0	0	0	0	0	0	3.889	0
ENST00000612548	ENSG00000122966	2.542	11.748	9.823	6.176	4	6.282	5.289	4
ENST00000392520	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000537607	ENSG00000122966	0	19.203	0	0	4.06	0	0	0
ENST00000676833	ENSG00000122966	0	0	0	14.245	0	0	0	0
ENST00000544872	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000469414	ENSG00000122966	0	1	0	0	0	0	0	0
ENST00000535109	ENSG00000255692	0	0	0	0	0	0	0	0
ENST00000538073	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000543324	ENSG00000122966	0	0	0	3.027	0	1.285	0	7
ENST00000544800	ENSG00000122966	0	0	0	0	1	0	1	0
ENST00000543239	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000536008	ENSG00000122966	0	0	0	0	0	0	0	1
ENST00000408396	ENSG00000283768	0	0	0	0	0	0	0	0
ENST00000544588	ENSG00000122966	0	0	1.639	1.625	0	0	0	0
ENST00000536325	ENSG00000122966	0	0	2.437	0	0	0	3.711	0
ENST00000677927	ENSG00000122966	0	6.647	9.76	0	1.94	0	5.931	10.839
ENST00000546026	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000676563	ENSG00000122966	0	8.182	10.622	0	0	1.098	0	23.678
ENST00000679061	ENSG00000122966	0	3	2.07	0	2	0	0	29.777
ENST00000678686	ENSG00000122966	0	0	0	0	0	0	0	0
ENST00000678155	ENSG00000122966	0	0	0	0	0	1	0	2.223
ENST00000488203	ENSG00000122966	0	3	3.288	0	1	4	0	13
ENST00000484185	ENSG00000226729	0	0	0	0	0	0	0	0
ENST00000548673	ENSG00000135127	15.722	32.538	101.268	4.469	13.762	67.911	9	38.154
ENST00000397558	ENSG00000135127	0	23.109	26.744	12.531	10.238	16.993	0	10.846
ENST00000546420	ENSG00000135127	0	0	1.988	0	0	0	0	0
ENST00000546861	ENSG00000135127	0	9	7	0	0	7	0	4
ENST00000550245	ENSG00000135127	0	1	1	0	0	2	0	0
ENST00000617234	ENSG00000278250	0	2	0	0	0	0	0	4
ENST00000540773	ENSG00000255575	0	0	0	0	0	0	0	0
ENST00000546790	ENSG00000135127	0	3.353	0	0	0	0	1	0
ENST00000550197	ENSG00000135127	1	0	0	0	0	1.096	0	2
ENST00000546460	ENSG00000135127	0	0	1	0	0	0	0	0
ENST00000547841	ENSG00000135127	1.278	0	0	0	0	0	0	0
ENST00000546502	ENSG00000135127	0	0	0	0	0	0	0	0
ENST00000546857	ENSG00000135127	0	0	0	0	0	0	0	0
ENST00000229340	ENSG00000111737	404.015	224.172	505.896	689.702	489.031	415.435	498.351	243.421
ENST00000544304	ENSG00000111737	9.496	7.131	8.057	1.699	1.648	1.58	0	5.567
ENST00000534951	ENSG00000111737	8.837	1.697	2.401	5.305	6.344	13.371	9.469	8.699
ENST00000538903	ENSG00000111737	0	0	0	0	0	0	0	0
ENST00000543364	ENSG00000111737	1.271	0	0	1.293	1.132	0	0	0
ENST00000540803	ENSG00000111737	1.381	0	3.646	0	1.845	7.614	4.179	5.314
ENST00000611079	ENSG00000277283	14	37	59	19	11	37	8	31
ENST00000300648	ENSG00000089154	304.702	636.004	1190.236	368.883	307	671.675	236.968	364.172
ENST00000549815	ENSG00000089154	0	0	0	0	0	0	0	0
ENST00000547263	ENSG00000089154	0	0	0	0	0	0	0	0
ENST00000548132	ENSG00000089154	1.232	0	5.848	2	0	1.031	1.089	0
ENST00000551920	ENSG00000089154	0	3.324	1.133	0	0	3.281	0	1.233
ENST00000577599	ENSG00000266704	0	0	0	0	0	0	0	0
ENST00000547369	ENSG00000089154	0	5.11	0	0	0	0	0	0
ENST00000550471	ENSG00000089154	8.067	4.38	12.782	7.06	0	6.014	2.943	3.595
ENST00000551549	ENSG00000089154	0	4	0	1	0	1	0	0
ENST00000548821	ENSG00000089154	0	1.183	3	1.057	0	8	0	1
ENST00000551217	ENSG00000089157	2.042	6.177	10.096	2.022	3.015	7.057	2.018	6.045
ENST00000551150	ENSG00000089157	45.154	44.035	90.921	21.216	12.211	91.284	11.916	27.625
ENST00000392514	ENSG00000089157	4381.326	5041.577	12597.193	3971.338	2100.213	6200.064	2009.669	2119.141
ENST00000552292	ENSG00000089157	12.755	15.073	35.004	25.689	7.969	17.857	5.802	11.301
ENST00000313104	ENSG00000089157	106.854	180.741	238.192	130.909	75.283	165.173	114.017	16.22
ENST00000546989	ENSG00000089157	34.099	36.813	40.408	16.931	25.35	27.739	6.702	2.919
ENST00000552461	ENSG00000089157	12.813	33.935	70.935	26.663	17.499	44.041	20.414	18.93
ENST00000228306	ENSG00000089157	160.32	392.45	867.741	153.265	168.361	0	120.274	122.632
ENST00000549098	ENSG00000089157	68.737	67.02	142.087	60.775	25.88	55.448	7.411	23.997
ENST00000551258	ENSG00000089157	28.023	47.728	175.621	59.763	41.606	93.918	38.413	29.353
ENST00000546990	ENSG00000089157	0	0	0	1.27	0	0	0	0
ENST00000547475	ENSG00000089157	0	0	0	0	0	0	0	0
ENST00000547211	ENSG00000089157	0	0	0	0	0	0	0	0
ENST00000547173	ENSG00000089157	0	0	5.365	3.822	1.502	5.4	1.621	0
ENST00000550856	ENSG00000089157	0	0	0	0	0	385.137	0	0
ENST00000548568	ENSG00000089157	5.807	8.096	48.677	6.991	7.111	27.763	5.297	7.504
ENST00000546564	ENSG00000089157	3.406	0	10.356	0	0	5.453	2.546	0
ENST00000547191	ENSG00000089157	1.431	1.372	1.425	1.348	0	1.34	0	0
ENST00000550296	ENSG00000089157	0	0	0	0	0	0	6.9	0
ENST00000552902	ENSG00000089157	0	0	0	0	0	0	0	0
ENST00000548495	ENSG00000089157	0	1.206	0	0	0	0	0	0
ENST00000550423	ENSG00000089157	0	0	0	0	0	0	0	0
ENST00000551914	ENSG00000089157	0	0	0	0	0	0	0	0
ENST00000548551	ENSG00000089157	0	1.776	0	0	0	0	0	0
ENST00000549242	ENSG00000089157	1.234	0	3.979	0	0	1.326	0	1.334
ENST00000551783	ENSG00000089157	0	0	0	0	0	0	0	0
ENST00000551336	ENSG00000089157	0	0	0	0	0	0	0	0
ENST00000542265	ENSG00000255857	3.52	4	12.141	0	2.528	5.662	0	4.199
ENST00000542314	ENSG00000255857	0	0	0	0	1.472	0	0	0
ENST00000693683	ENSG00000255857	2.48	2	2.467	2	0	2.338	0	0
ENST00000702713	ENSG00000255857	0	0	8.572	0	0	0	0	0
ENST00000664264	ENSG00000255857	1	3	7.241	1	3	3	0	4
ENST00000667721	ENSG00000255857	0	0	0	0	0	0	0	0
ENST00000684870	ENSG00000255857	0	0	0	1.877	0	0	0	0
ENST00000535200	ENSG00000255857	0	0	0	0	0	0	0	0
ENST00000693713	ENSG00000255857	0	0	0	0	0	0	0	0
ENST00000538804	ENSG00000255857	0	0	0	0	0	0	0	0
ENST00000667017	ENSG00000255857	0	6	21.579	1.123	0	0	5	22.801
ENST00000539446	ENSG00000255857	2	0	0	0	1	3	0	0
ENST00000267257	ENSG00000089159	47.688	39.145	65.178	111.461	230.442	0	185.693	38.927
ENST00000458477	ENSG00000089159	112.262	71.684	11.92	78.578	10.196	29.159	32.847	0
ENST00000637617	ENSG00000089159	112.689	47.958	0	111.784	314.968	0	0	0
ENST00000228307	ENSG00000089159	0	0	0	0	0	0	0	0
ENST00000424649	ENSG00000089159	450.724	148.136	236.225	592.005	712.906	268.596	514.983	229.712
ENST00000637624	ENSG00000089159	4.43	0	0	0	31.175	30.845	4.805	0
ENST00000536957	ENSG00000089159	206.81	85.078	90.888	425.215	485.09	121.258	203.065	35.704
ENST00000323871	ENSG00000089159	0	0	56.157	56.604	0	71.317	89.778	60.949
ENST00000538144	ENSG00000089159	0	0	0	0	0	0	0	0
ENST00000620336	ENSG00000255857	0	0	0	0	1	0	0	0
ENST00000550795	ENSG00000089159	0	0	0	0	0	0	0	0
ENST00000637386	ENSG00000089159	0	0	0	0	0	0	0	0
ENST00000651205	ENSG00000286067	0	0	1	0	2	0	0	7
ENST00000547983	ENSG00000089159	1.151	0	0	0	2.658	0	0	0
ENST00000551327	ENSG00000089159	0	0	0	0	0	0	0	0
ENST00000543331	ENSG00000089159	1.788	0	0	1.773	3.598	4.506	1.828	1.708
ENST00000546532	ENSG00000089159	0	0	0	0	0	0	0	0
ENST00000548912	ENSG00000089159	0	0	0	2.203	0	0	0	0
ENST00000552550	ENSG00000089159	0	0	0	0	0	0	0	0
ENST00000440827	ENSG00000089159	0	0	0	0	0	0	0	0
ENST00000547746	ENSG00000089159	0	0	0	0	0	0	0	0
ENST00000540221	ENSG00000089159	5	2	5	10.166	6.041	2	9	0
ENST00000617183	ENSG00000275936	0	0	0	0	0	0	0	1
ENST00000550205	ENSG00000089159	13.025	0	11.735	38.964	48.637	4.641	22.91	0
ENST00000547772	ENSG00000089159	36.433	10	12.897	39.248	53.29	20.677	43.09	12
ENST00000479327	ENSG00000240925	0	0	0	0	0	0	0	0
ENST00000426182	ENSG00000123009	0	0	0	0	0	0	0	1
ENST00000365668	ENSG00000202538	432	2248	165	236	64	156	54	11
ENST00000363925	ENSG00000200795	57	403	62	66	9	25	7	2
ENST00000536460	ENSG00000089163	0	0	0	0	0	0	0	0
ENST00000202967	ENSG00000089163	12	5	17	5	6	9	3	9
ENST00000537892	ENSG00000089163	0	0	0	0	0	0	0	0
ENST00000516850	ENSG00000252659	0	0	0	0	0	0	0	0
ENST00000308366	ENSG00000170890	0	0	0	0	0	0	0	0
ENST00000423423	ENSG00000170890	0	1	0	0	0	0	0	0
ENST00000549767	ENSG00000170890	0	0	0	0	0	0	0	0
ENST00000257552	ENSG00000135097	0	0	0	0	0	0	0	2
ENST00000546985	ENSG00000135097	0	0	0	0	0	0	0	0
ENST00000546622	ENSG00000135097	0	0	0	0	0	0	0	0
ENST00000477404	ENSG00000239881	0	0	0	0	0	0	0	0
ENST00000469928	ENSG00000239881	0	0	0	0	0	0	0	0
ENST00000662509	ENSG00000256695	0	0	0	0	0	0	0	0
ENST00000536933	ENSG00000256695	0	0	0	0	0	0	0	0
ENST00000550009	ENSG00000111775	11.029	4.789	13.057	8.995	6.435	12.925	4.495	2.171
ENST00000229379	ENSG00000111775	507.677	523.47	578.823	515.561	526.481	550.949	285.149	219.711
ENST00000551806	ENSG00000111780	0	0	1.461	1.207	1.104	0	0	0
ENST00000549525	ENSG00000111775	7.295	13.741	8.12	16.445	6.084	8.127	12.356	9.118
ENST00000546954	ENSG00000170855	52.048	44.419	68	29	21.743	48	19	14
ENST00000302432	ENSG00000170855	1.952	3.581	0	0	1.257	0	0	0
ENST00000548171	ENSG00000257218	2.236	7.744	18.114	6.847	4.849	7.184	4.255	6.194
ENST00000551765	ENSG00000257218	377.764	315.256	781.425	349.946	176.047	437.816	177.745	266.806
ENST00000229384	ENSG00000257218	0	0	0	0	0	0	0	0
ENST00000407532	ENSG00000219355	0	0	1	0	0	1	0	1
ENST00000229390	ENSG00000111786	775.01	405.926	892.481	975.133	600.881	842.326	592.234	187.369
ENST00000548326	ENSG00000111786	116.64	157.293	212.102	187.966	126.839	125.958	116.112	110.173
ENST00000548792	ENSG00000111786	159.248	192.959	305.125	233.403	131.514	221.591	123.551	77.571
